Date,Cloud,Service,ResourceType,Team,Environment,CostCenter,Usage,Unit,UnitCost,DailyCost,TaggingStatus,TagStandard,HasRI,BusinessJustification
2023-01-01,GCP,ComputeEngine,n2-standard-2,Engineering,Production,Untagged,22.98,Hours,0.0971,20.884831680623527,partial,v1.0,False,
2023-01-01,GCP,ComputeEngine,n2-standard-4,Engineering,Untagged,Untagged,22.04,Hours,0.1942,39.979534931479314,partial,v1.0,False,
2023-01-01,GCP,CloudSQL,cloudsql_medium,Engineering,Staging,Untagged,24.0,Hours,0.0825,18.49799377426655,partial,v1.0,False,
2023-01-01,GCP,CloudStorage,standard_storage,Engineering,Development,CC-ENG,113.13,GB-Month,0.0007,0.6961610560207843,compliant,v1.0,False,
2023-01-01,GCP,ComputeEngine,a2-highgpu-1g,Untagged,Untagged,Untagged,21.83,Hours,3.673,749.7654573343846,untagged,v1.0,False,
2023-01-01,GCP,ComputeEngine,n2-standard-4,Untagged,Untagged,Untagged,22.66,Hours,0.1942,41.1729538846578,untagged,v1.0,False,
2023-01-01,GCP,CloudStorage,standard_storage,DataScience,Untagged,Untagged,654.21,GB-Month,0.0007,4.077514756693164,partial,v1.0,False,
2023-01-01,GCP,CloudStorage,coldline_storage,DataScience,Development,CC-DAT,768.72,GB-Month,0.0001,0.994515794315406,compliant,v1.0,False,
2023-01-01,GCP,ComputeEngine,e2-medium,Marketing,Untagged,Untagged,20.24,Hours,0.0336,6.364901083618598,partial,v1.0,False,
2023-01-01,GCP,CloudStorage,standard_storage,Marketing,Development,CC-MAR,128.0,GB-Month,0.0007,0.7956126354523247,compliant,v1.0,False,
2023-01-01,GCP,CloudSQL,cloudsql_small,Marketing,Staging,CC-MAR,24.0,Hours,0.0413,9.248996887133275,compliant,v1.0,False,
2023-01-01,GCP,ComputeEngine,e2-small,Untagged,Untagged,Untagged,21.83,Hours,0.0168,3.3813537006723804,untagged,v1.0,False,
2023-01-01,GCP,CloudSQL,cloudsql_small,Untagged,Untagged,Untagged,24.0,Hours,0.0413,9.248996887133275,untagged,v1.0,False,
2023-01-01,GCP,CloudStorage,nearline_storage,Finance,Untagged,Untagged,129.53,GB-Month,0.0003,0.3978063177261624,partial,v1.0,False,
2023-01-01,GCP,ComputeEngine,n2-standard-2,DevOps,Untagged,Untagged,19.95,Hours,0.0971,18.10018745654039,partial,v1.0,False,
2023-01-01,GCP,ComputeEngine,e2-medium,DevOps,Untagged,Untagged,21.75,Hours,0.0336,6.862158980776301,partial,v1.0,False,
2023-01-01,GCP,CloudStorage,standard_storage,DevOps,Production,CC-DEV,108.9,GB-Month,0.0007,0.6961610560207843,compliant,v1.0,False,
2023-01-01,GCP,ComputeEngine,e2-medium,IT,Development,CC-IT,22.72,Hours,0.0336,7.160513719070923,compliant,v1.0,False,
2023-01-01,GCP,ComputeEngine,n2-standard-2,IT,Production,CC-IT,22.98,Hours,0.0971,20.884831680623527,compliant,v1.0,False,
2023-01-01,GCP,CloudSQL,cloudsql_small,IT,Untagged,Untagged,24.0,Hours,0.0413,9.248996887133275,partial,v1.0,False,
2023-01-01,GCP,CloudStorage,standard_storage,IT,Production,Untagged,119.99,GB-Month,0.0007,0.7956126354523247,partial,v1.0,False,
2023-01-02,GCP,ComputeEngine,n2-standard-2,Engineering,Production,CC-ENG,21.2,Hours,0.0971,19.293606409718876,compliant,v1.0,False,
2023-01-02,GCP,ComputeEngine,n2-standard-4,Engineering,Production,CC-ENG,22.96,Hours,0.1262,27.150281184810584,compliant,v1.0,True,
2023-01-02,GCP,CloudSQL,cloudsql_medium,Engineering,Production,Untagged,24.0,Hours,0.0536,12.033641111216411,partial,v1.0,True,
2023-01-02,GCP,CloudStorage,standard_storage,Engineering,Untagged,Untagged,113.25,GB-Month,0.0007,0.6961610560207843,partial,v1.0,True,
2023-01-02,GCP,ComputeEngine,a2-highgpu-1g,Untagged,Untagged,Untagged,22.71,Hours,3.673,780.4959953787306,untagged,v1.0,False,
2023-01-02,GCP,ComputeEngine,n2-standard-4,DataScience,Untagged,Untagged,23.12,Hours,0.1942,41.96856652011013,partial,v1.0,False,
2023-01-02,GCP,CloudStorage,standard_storage,DataScience,Production,CC-DAT,698.73,GB-Month,0.0007,4.3758694949877865,compliant,v1.0,False,
2023-01-02,GCP,CloudStorage,coldline_storage,Untagged,Untagged,Untagged,717.24,GB-Month,0.0001,0.8950642148838653,untagged,v1.0,False,
2023-01-02,GCP,ComputeEngine,e2-medium,Marketing,Production,Untagged,23.92,Hours,0.0336,7.5583200367970855,partial,v1.0,False,
2023-01-02,GCP,CloudStorage,standard_storage,Marketing,Production,Untagged,120.19,GB-Month,0.0007,0.7956126354523247,partial,v1.0,False,
2023-01-02,GCP,CloudSQL,cloudsql_small,Marketing,Production,CC-MAR,24.0,Hours,0.0413,9.248996887133275,compliant,v1.0,False,
